label,retention,f_spatial,f_causal,gini_dsr,gini_asr,n_removed
raw,1.0,0.10342705994844437,0.7252857685089111,0.8980926275253296,0.8950532674789429,0
filter@100,0.9989506490235789,0.10351578146219254,0.7252857685089111,0.8979151844978333,0.8950532674789429,100
filter@500,0.9947532451178945,0.10375655442476273,0.7248090505599976,0.8974336385726929,0.8950532674789429,500
filter@1000,0.9895064902357892,0.10410988330841064,0.7243598103523254,0.8967269659042358,0.8950532674789429,1000
filter@2442,0.9743748491557971,0.10462908446788788,0.7224243879318237,0.8956886529922485,0.8950532674789429,2442
filter@5000,0.9743748491557971,0.10462908446788788,0.7224243879318237,0.8956886529922485,0.8950532674789429,2442
filter@10000,0.9743748491557971,0.10462908446788788,0.7224243879318237,0.8956886529922485,0.8950532674789429,2442
edit,1.0,0.10240179300308228,0.7409303784370422,0.9001432657241821,0.8950532674789429,0
