step,loss
0,2.017000647786925
1,1.1056474732787602
2,0.9530124234770416
3,0.8561708808583222
4,0.7889198926337269
5,0.7478254267290827
6,0.7218245104456531
7,0.7013773934374526
8,0.6875130429089251
9,0.674057522789783
10,0.6653224917817918
11,0.658474491750793
12,0.6518869109018862
13,0.6463471590470101
14,0.6410237558208839
15,0.6380725004621967
16,0.6333726986650298
17,0.6306698785371372
18,0.6264405594415257
19,0.6231035060656545
