metric,dirty_before,dirty_after,dirty_edit_delta,clean_before,clean_after,clean_edit_delta,baseline_shift_dirty_to_clean,after_shift,edit_delta_shift
f_spatial,0.0821562185883522,0.08244386315345764,0.00028764456510543823,0.10342705994844437,0.1025061309337616,-0.0009209290146827698,0.021270841360092163,0.020062267780303955,-0.001208573579788208
f_causal,0.8052338361740112,0.8179873824119568,0.012753546237945557,0.8069279193878174,0.8193410634994507,0.0124131441116333,0.0016940832138061523,0.0013536810874938965,-0.00034040212631225586
gini_dsr,0.9384208917617798,0.9378455281257629,-0.0005753636360168457,0.8980926275253296,0.8999345302581787,0.001841902732849121,-0.040328264236450195,-0.03791099786758423,0.002417266368865967
gini_asr,0.8972667455673218,0.8972667455673218,0.0,0.8950532674789429,0.8950532674789429,0.0,-0.0022134780883789062,-0.0022134780883789062,0.0
